발신인,발신번호,착신인,착신번호,시작일자,시작시간,종료일자,종료시간,통화시간(분),업체명,발신위치,발신종료,비고1,비고2
류하준066,010-8066-1066,차미래071,010-8071-1071,2024-09-28,18:57:58,2024-09-28,19:08:55,10.96,KT,수원 영통,서울 영등포,,
고은비053,010-8053-1053,마준호027,010-8027-1027,2024-04-12,00:05:58,2024-04-12,00:07:57,1.99,LGU+,서울 강남,서울 강남,,
차미래055,010-8055-1055,류하준018,010-8018-1018,2024-04-08,05:01:19,2024-04-08,05:02:25,1.1,SKT,인천 부평,서울 영등포,,
노시우025,010-8025-1025,황미경035,010-8035-1035,2024-02-22,18:50:49,2024-02-22,19:01:48,10.99,SKT,부산 해운대,수원 영통,,
차미래023,010-8023-1023,고은비005,010-8005-1005,2024-05-26,17:14:28,2024-05-26,17:20:41,6.23,KT,서울 서초,수원 영통,,
이영희,010-1111-1101,박민수,010-1122-1102,2024-04-17,22:21:13,2024-04-17,22:22:18,1.09,KT,수원 영통,인천 부평,,
고은비021,010-8021-1021,안채원014,010-8014-1014,2024-04-09,13:58:07,2024-04-09,14:12:45,14.64,SKT,서울 서초,수원 영통,,
남지연064,010-8064-1064,설진우013,010-8013-1013,2024-07-19,11:23:01,2024-07-19,11:40:11,17.18,KT,인천 부평,대구 수성,,
차미래055,010-8055-1055,노시우057,010-8057-1057,2024-05-12,14:01:26,2024-05-12,14:14:20,12.91,KT,서울 강남,대구 수성,,
변서연028,010-8028-1028,노시우073,010-8073-1073,2024-01-10,10:37:53,2024-01-10,10:38:54,1.02,LGU+,서울 강남,서울 영등포,,
마준호043,010-8043-1043,류하준066,010-8066-1066,2024-07-06,13:41:01,2024-07-06,13:42:28,1.45,SKT,서울 서초,부산 해운대,,
마준호011,010-8011-1011,노시우009,010-8009-1009,2024-01-02,13:59:37,2024-01-02,14:12:16,12.65,LGU+,대구 수성,서울 서초,,
전성호052,010-8052-1052,도하린042,010-8042-1042,2024-08-31,04:47:24,2024-08-31,04:48:52,1.48,LGU+,대구 수성,부산 해운대,,
류하준034,010-8034-1034,황미경051,010-8051-1051,2024-03-16,22:03:06,2024-03-16,22:05:06,2.0,SKT,인천 부평,서울 강남,,
서유진,010-1199-1209,황미경003,010-8003-1003,2024-07-26,14:35:47,2024-07-26,14:46:08,10.35,SKT,수원 영통,서울 서초,,
변서연044,010-8044-1044,유태경008,010-8008-1008,2024-05-09,12:11:52,2024-05-09,12:12:43,0.85,LGU+,대구 수성,대전 유성,,
최지훈,010-1133-1203,신소희,010-1265-1215,2024-08-06,05:44:28,2024-08-06,05:51:26,6.98,SKT,대전 유성,대구 수성,,
안채원078,010-8078-1078,설진우013,010-8013-1013,2024-05-08,05:46:42,2024-05-08,05:47:17,0.59,LGU+,수원 영통,인천 부평,,
양준석006,010-8006-1006,장도윤063,010-8063-1063,2024-04-10,20:10:04,2024-04-10,20:19:30,9.44,KT,서울 강남,부산 해운대,,
노시우073,010-8073-1073,장도윤047,010-8047-1047,2024-07-17,09:43:53,2024-07-17,09:48:57,5.08,SKT,서울 강남,부산 해운대,,
차미래007,010-8007-1007,안채원014,010-8014-1014,2024-07-17,16:12:04,2024-07-17,16:14:26,2.38,SKT,대전 유성,서울 강남,,
장도윤047,010-8047-1047,황미경051,010-8051-1051,2024-01-03,02:30:42,2024-01-03,02:37:54,7.2,LGU+,서울 강남,수원 영통,,
황미경051,010-8051-1051,도하린026,010-8026-1026,2024-09-15,09:56:09,2024-09-15,10:11:37,15.48,SKT,수원 영통,서울 서초,,
설진우061,010-8061-1061,노시우057,010-8057-1057,2024-02-18,19:53:59,2024-02-18,20:08:18,14.32,KT,서울 서초,수원 영통,,
차미래023,010-8023-1023,고은비037,010-8037-1037,2024-09-26,14:36:03,2024-09-26,14:36:44,0.69,SKT,인천 부평,인천 부평,,
장도윤031,010-8031-1031,안채원062,010-8062-1062,2024-05-20,13:03:16,2024-05-20,13:04:19,1.05,KT,서울 영등포,서울 강남,,
설진우045,010-8045-1045,남지연000,010-8000-1000,2024-01-24,13:06:42,2024-01-24,13:07:39,0.96,SKT,부산 해운대,부산 해운대,,
오세진,010-1155-1105,이영희,010-1111-1201,2024-05-25,15:30:28,2024-05-25,15:31:06,0.64,SKT,인천 부평,수원 영통,,
유태경024,010-8024-1024,남지연032,010-8032-1032,2024-02-07,17:50:22,2024-02-07,17:51:13,0.86,KT,대전 유성,서울 서초,,
김철수,010-1100-1000,이영희,010-1111-1101,2024-04-22,21:20:53,2024-04-22,21:34:56,14.06,SKT,부산 해운대,서울 강남,,
임수빈,010-1221-1111,남지연000,010-8000-1000,2024-04-21,18:04:02,2024-04-21,18:12:13,8.2,LGU+,서울 서초,서울 강남,,
유태경008,010-8008-1008,황미경067,010-8067-1067,2024-03-29,22:34:51,2024-03-29,22:36:06,1.26,LGU+,서울 영등포,부산 해운대,,
박민수,010-1122-1002,강민재,010-1188-1008,2024-01-26,21:05:17,2024-01-26,21:13:48,8.53,KT,수원 영통,수원 영통,,
양준석070,010-8070-1070,마준호043,010-8043-1043,2024-04-14,23:06:14,2024-04-14,23:07:17,1.05,SKT,서울 강남,인천 부평,,
안채원078,010-8078-1078,도하린026,010-8026-1026,2024-03-20,10:10:12,2024-03-20,10:24:13,14.03,SKT,서울 영등포,서울 영등포,,
황미경019,010-8019-1019,황미경067,010-8067-1067,2024-06-01,01:00:17,2024-06-01,01:00:36,0.32,LGU+,인천 부평,수원 영통,,
남지연064,010-8064-1064,고은비069,010-8069-1069,2024-05-26,13:56:58,2024-05-26,13:57:56,0.98,SKT,대전 유성,대구 수성,,
류하준050,010-8050-1050,유태경056,010-8056-1056,2024-05-26,16:57:04,2024-05-26,17:12:23,15.32,KT,서울 영등포,인천 부평,,
최지훈,010-1133-1203,이영희,010-1111-1301,2024-09-15,13:53:58,2024-09-15,13:54:52,0.91,SKT,수원 영통,수원 영통,,
도하린058,010-8058-1058,양준석022,010-8022-1022,2024-05-07,05:40:38,2024-05-07,05:54:27,13.83,SKT,대구 수성,서울 영등포,,
남지연064,010-8064-1064,설진우061,010-8061-1061,2024-01-10,20:07:33,2024-01-10,20:16:34,9.03,KT,서울 강남,서울 강남,,
남지연048,010-8048-1048,변서연028,010-8028-1028,2024-01-26,22:23:37,2024-01-26,22:32:32,8.92,SKT,서울 영등포,대전 유성,,
차미래023,010-8023-1023,마준호075,010-8075-1075,2024-02-14,11:05:51,2024-02-14,11:06:44,0.89,SKT,수원 영통,서울 영등포,,
한지우,010-1177-1007,윤다은,010-1166-1006,2024-02-03,04:17:39,2024-02-03,04:18:40,1.02,LGU+,대전 유성,대구 수성,,
홍예린,010-1243-1213,양준석038,010-8038-1038,2024-09-04,02:23:16,2024-09-04,02:40:19,17.05,LGU+,수원 영통,부산 해운대,,
황미경035,010-8035-1035,고은비021,010-8021-1021,2024-09-03,09:59:33,2024-09-03,10:04:07,4.57,KT,부산 해운대,서울 강남,,
남지연000,010-8000-1000,도하린010,010-8010-1010,2024-04-05,05:52:07,2024-04-05,05:59:45,7.64,SKT,대구 수성,대구 수성,,
조현우,010-1210-1010,안채원030,010-8030-1030,2024-03-10,19:19:43,2024-03-10,19:20:25,0.71,SKT,서울 서초,부산 해운대,,
고은비069,010-8069-1069,고은비021,010-8021-1021,2024-01-04,15:52:13,2024-01-04,16:06:44,14.53,KT,서울 서초,서울 서초,,
변서연044,010-8044-1044,차미래039,010-8039-1039,2024-02-12,16:11:25,2024-02-12,16:26:21,14.94,LGU+,부산 해운대,서울 영등포,,
도하린010,010-8010-1010,장도윤031,010-8031-1031,2024-04-28,00:01:17,2024-04-28,00:11:29,10.2,KT,부산 해운대,대구 수성,,
차미래007,010-8007-1007,전성호020,010-8020-1020,2024-01-15,20:51:42,2024-01-15,21:03:22,11.67,SKT,서울 서초,부산 해운대,,
강민재,010-1188-1008,도하린042,010-8042-1042,2024-03-03,01:29:03,2024-03-03,01:32:54,3.86,LGU+,대구 수성,대구 수성,,
박민수,010-1122-1002,양준석070,010-8070-1070,2024-02-10,04:15:37,2024-02-10,04:23:24,7.79,SKT,서울 영등포,서울 서초,,
최지훈,010-1133-1003,임수빈,010-1221-1011,2024-01-01,19:22:15,2024-01-01,19:32:57,10.7,SKT,서울 서초,대전 유성,,
노시우025,010-8025-1025,설진우077,010-8077-1077,2024-03-24,18:08:20,2024-03-24,18:25:35,17.25,SKT,서울 강남,대전 유성,,
마준호059,010-8059-1059,장도윤063,010-8063-1063,2024-07-20,09:15:01,2024-07-20,09:15:57,0.94,KT,인천 부평,수원 영통,,
강민재,010-1188-1008,정하늘,010-1144-1004,2024-03-07,19:56:05,2024-03-07,19:58:12,2.12,KT,수원 영통,대구 수성,,
신소희,010-1265-1215,고은비053,010-8053-1053,2024-08-04,22:25:05,2024-08-04,22:36:58,11.89,LGU+,서울 영등포,인천 부평,,
이영희,010-1111-1301,최지훈,010-1133-1203,2024-08-11,00:33:59,2024-08-11,00:35:14,1.25,LGU+,부산 해운대,대전 유성,,
권태영,010-1276-1116,최지훈,010-1133-1103,2024-04-19,19:18:44,2024-04-19,19:35:18,16.58,KT,부산 해운대,서울 서초,,
황미경035,010-8035-1035,변서연060,010-8060-1060,2024-07-30,23:05:39,2024-07-30,23:20:07,14.48,LGU+,서울 영등포,수원 영통,,
황미경051,010-8051-1051,송우진033,010-8033-1033,2024-01-02,18:11:11,2024-01-02,18:20:47,9.6,KT,수원 영통,인천 부평,,
차미래007,010-8007-1007,송우진049,010-8049-1049,2024-04-24,08:04:02,2024-04-24,08:20:27,16.43,SKT,대구 수성,서울 영등포,,
마준호075,010-8075-1075,안채원014,010-8014-1014,2024-06-17,01:47:44,2024-06-17,01:48:03,0.33,SKT,대구 수성,서울 영등포,,
양준석006,010-8006-1006,장도윤063,010-8063-1063,2024-05-20,13:07:07,2024-05-20,13:15:49,8.7,LGU+,대전 유성,대구 수성,,
설진우029,010-8029-1029,황미경067,010-8067-1067,2024-04-05,14:18:52,2024-04-05,14:19:09,0.29,KT,대전 유성,수원 영통,,
변서연060,010-8060-1060,남지연064,010-8064-1064,2024-08-25,15:45:21,2024-08-25,15:52:12,6.85,SKT,대구 수성,서울 서초,,
송우진065,010-8065-1065,황미경035,010-8035-1035,2024-07-23,19:39:10,2024-07-23,19:40:11,1.03,KT,인천 부평,인천 부평,,
서유진,010-1199-1009,정하늘,010-1144-1004,2024-02-07,04:20:41,2024-02-07,04:22:56,2.26,KT,대전 유성,서울 영등포,,
남지연016,010-8016-1016,설진우061,010-8061-1061,2024-07-18,06:00:49,2024-07-18,06:12:03,11.24,SKT,수원 영통,서울 서초,,
양준석054,010-8054-1054,임수빈,010-1221-1011,2024-02-26,18:02:31,2024-02-26,18:08:28,5.96,LGU+,서울 영등포,서울 서초,,
도하린042,010-8042-1042,노시우057,010-8057-1057,2024-05-21,16:33:58,2024-05-21,16:50:26,16.47,KT,대구 수성,인천 부평,,
마준호011,010-8011-1011,송우진017,010-8017-1017,2024-02-21,11:07:06,2024-02-21,11:24:40,17.57,KT,대전 유성,서울 서초,,
전성호020,010-8020-1020,도하린026,010-8026-1026,2024-02-17,00:49:09,2024-02-17,01:01:04,11.93,SKT,대전 유성,서울 강남,,
변서연076,010-8076-1076,변서연028,010-8028-1028,2024-01-16,11:06:37,2024-01-16,11:24:27,17.84,LGU+,대전 유성,대구 수성,,
강민재,010-1188-1008,도하린058,010-8058-1058,2024-01-09,03:59:54,2024-01-09,04:03:35,3.69,KT,서울 강남,대구 수성,,
이영희,010-1111-1201,박민수,010-1122-1102,2024-06-06,11:57:59,2024-06-06,11:59:12,1.23,SKT,대전 유성,부산 해운대,,
한지우,010-1177-1107,송우진033,010-8033-1033,2024-04-17,07:44:04,2024-04-17,07:51:01,6.96,SKT,서울 강남,서울 강남,,
양준석070,010-8070-1070,노시우025,010-8025-1025,2024-09-11,13:21:36,2024-09-11,13:23:49,2.22,KT,부산 해운대,서울 영등포,,
한지우,010-1177-1207,윤다은,010-1166-1206,2024-09-28,09:29:32,2024-09-28,09:30:31,0.99,SKT,서울 서초,부산 해운대,,
한지우,010-1177-1207,정하늘,010-1144-1204,2024-10-04,09:57:19,2024-10-04,10:12:47,15.47,LGU+,서울 영등포,대전 유성,,
도하린058,010-8058-1058,차미래023,010-8023-1023,2024-07-03,09:09:09,2024-07-03,09:09:30,0.35,SKT,대구 수성,대전 유성,,
이영희,010-1111-1101,최지훈,010-1133-1003,2024-04-09,22:44:24,2024-04-09,22:45:14,0.84,SKT,서울 영등포,서울 강남,,
권태영,010-1276-1116,송우진017,010-8017-1017,2024-04-15,06:51:03,2024-04-15,07:01:44,10.69,LGU+,인천 부평,서울 영등포,,
마준호011,010-8011-1011,장도윤063,010-8063-1063,2024-03-10,22:06:37,2024-03-10,22:07:42,1.09,SKT,서울 영등포,인천 부평,,
신소희,010-1265-1215,고은비021,010-8021-1021,2024-08-21,06:07:58,2024-08-21,06:08:59,1.03,LGU+,서울 강남,수원 영통,,
안채원030,010-8030-1030,안채원046,010-8046-1046,2024-08-07,01:21:57,2024-08-07,01:23:34,1.62,LGU+,부산 해운대,수원 영통,,
안채원014,010-8014-1014,송우진065,010-8065-1065,2024-04-14,10:36:23,2024-04-14,10:37:39,1.28,LGU+,대구 수성,서울 서초,,
한지우,010-1177-1207,정하늘,010-1144-1204,2024-08-19,05:57:45,2024-08-19,06:06:19,8.57,SKT,대전 유성,대전 유성,,
박민수,010-1122-1202,배성호,010-1232-1212,2024-08-17,21:59:56,2024-08-17,22:10:32,10.6,LGU+,대전 유성,대전 유성,,
서유진,010-1199-1109,최지훈,010-1133-1103,2024-05-19,14:57:32,2024-05-19,15:01:02,3.5,KT,서울 서초,부산 해운대,,
설진우013,010-8013-1013,류하준050,010-8050-1050,2024-02-25,04:57:29,2024-02-25,05:11:05,13.6,KT,서울 영등포,서울 영등포,,
전성호020,010-8020-1020,장도윤015,010-8015-1015,2024-06-26,17:42:54,2024-06-26,17:56:29,13.59,SKT,서울 영등포,서울 영등포,,
장도윤015,010-8015-1015,고은비005,010-8005-1005,2024-04-12,20:03:25,2024-04-12,20:10:52,7.46,KT,서울 서초,부산 해운대,,
신소희,010-1265-1015,류하준034,010-8034-1034,2024-03-11,03:39:47,2024-03-11,03:50:45,10.98,SKT,서울 강남,부산 해운대,,
마준호043,010-8043-1043,황미경067,010-8067-1067,2024-03-02,00:30:59,2024-03-02,00:31:24,0.42,LGU+,수원 영통,서울 강남,,
장도윤079,010-8079-1079,송우진001,010-8001-1001,2024-07-04,22:18:30,2024-07-04,22:30:55,12.42,KT,서울 강남,서울 서초,,
마준호075,010-8075-1075,류하준066,010-8066-1066,2024-05-05,07:52:01,2024-05-05,08:00:23,8.38,KT,대전 유성,인천 부평,,
권태영,010-1276-1016,박민수,010-1122-1002,2024-03-20,02:18:54,2024-03-20,02:33:18,14.4,LGU+,서울 강남,대전 유성,,
김철수,010-1100-1100,이영희,010-1111-1301,2024-08-24,07:55:59,2024-08-24,07:58:15,2.28,LGU+,서울 서초,서울 강남,,
이영희,010-1111-1201,최지훈,010-1133-1103,2024-06-18,19:20:42,2024-06-18,19:22:00,1.3,LGU+,인천 부평,인천 부평,,
서유진,010-1199-1109,정하늘,010-1144-1004,2024-04-03,04:27:32,2024-04-03,04:44:00,16.48,SKT,서울 서초,서울 영등포,,
서유진,010-1199-1209,황미경067,010-8067-1067,2024-07-13,04:52:43,2024-07-13,04:57:50,5.12,LGU+,서울 서초,부산 해운대,,
양준석006,010-8006-1006,황미경067,010-8067-1067,2024-09-14,01:03:06,2024-09-14,01:16:23,13.29,LGU+,수원 영통,부산 해운대,,
전성호068,010-8068-1068,류하준018,010-8018-1018,2024-04-15,17:53:32,2024-04-15,17:54:42,1.18,SKT,서울 강남,부산 해운대,,
유태경040,010-8040-1040,유태경072,010-8072-1072,2024-01-31,00:10:55,2024-01-31,00:19:01,8.1,LGU+,서울 강남,서울 서초,,
도하린010,010-8010-1010,고은비069,010-8069-1069,2024-08-09,20:46:49,2024-08-09,20:47:13,0.4,SKT,수원 영통,수원 영통,,
이영희,010-1111-1001,박민수,010-1122-1002,2024-02-25,12:55:02,2024-02-25,12:56:21,1.32,SKT,부산 해운대,수원 영통,,
류하준066,010-8066-1066,황미경051,010-8051-1051,2024-07-02,15:22:06,2024-07-02,15:39:57,17.85,SKT,인천 부평,수원 영통,,
안채원014,010-8014-1014,노시우057,010-8057-1057,2024-07-24,20:03:54,2024-07-24,20:18:58,15.07,KT,수원 영통,인천 부평,,
변서연044,010-8044-1044,설진우045,010-8045-1045,2024-05-07,08:28:50,2024-05-07,08:30:38,1.81,KT,인천 부평,서울 영등포,,
양준석038,010-8038-1038,안채원078,010-8078-1078,2024-01-03,05:16:37,2024-01-03,05:26:19,9.7,KT,부산 해운대,인천 부평,,
변서연012,010-8012-1012,도하린010,010-8010-1010,2024-08-15,14:09:47,2024-08-15,14:25:53,16.1,LGU+,대구 수성,서울 강남,,
양준석006,010-8006-1006,임수빈,010-1221-1211,2024-08-04,09:10:25,2024-08-04,09:10:40,0.26,SKT,대구 수성,서울 영등포,,
홍예린,010-1243-1113,황미경003,010-8003-1003,2024-04-29,17:22:40,2024-04-29,17:37:56,15.27,SKT,대전 유성,서울 강남,,
안채원046,010-8046-1046,고은비021,010-8021-1021,2024-02-26,21:24:07,2024-02-26,21:38:25,14.3,KT,서울 영등포,부산 해운대,,
설진우013,010-8013-1013,홍예린,010-1243-1013,2024-03-08,15:23:49,2024-03-08,15:24:29,0.68,KT,수원 영통,서울 영등포,,
남지연048,010-8048-1048,고은비005,010-8005-1005,2024-02-20,18:06:07,2024-02-20,18:23:32,17.43,SKT,대전 유성,대구 수성,,
배성호,010-1232-1012,유태경072,010-8072-1072,2024-03-13,18:12:53,2024-03-13,18:30:41,17.8,KT,인천 부평,서울 영등포,,
김철수,010-1100-1100,남지연000,010-8000-1000,2024-07-20,07:17:11,2024-07-20,07:31:58,14.79,SKT,서울 영등포,서울 영등포,,
도하린058,010-8058-1058,송우진017,010-8017-1017,2024-06-02,00:13:25,2024-06-02,00:28:22,14.95,KT,서울 서초,서울 서초,,
유태경056,010-8056-1056,송우진065,010-8065-1065,2024-08-06,05:10:17,2024-08-06,05:11:32,1.26,LGU+,인천 부평,대전 유성,,
문재혁,010-1254-1214,유태경040,010-8040-1040,2024-09-02,11:35:59,2024-09-02,11:52:52,16.89,LGU+,인천 부평,인천 부평,,
이영희,010-1111-1101,김철수,010-1100-1000,2024-03-18,22:54:53,2024-03-18,23:08:03,13.17,LGU+,대구 수성,부산 해운대,,
임수빈,010-1221-1211,도하린026,010-8026-1026,2024-09-22,19:32:12,2024-09-22,19:45:54,13.71,KT,서울 강남,부산 해운대,,
권태영,010-1276-1216,장도윤047,010-8047-1047,2024-07-31,22:35:58,2024-07-31,22:44:58,9.0,LGU+,부산 해운대,부산 해운대,,
노시우057,010-8057-1057,마준호075,010-8075-1075,2024-06-07,02:26:52,2024-06-07,02:31:17,4.42,KT,대구 수성,서울 강남,,
안채원078,010-8078-1078,노시우057,010-8057-1057,2024-07-27,18:39:38,2024-07-27,18:41:06,1.47,KT,서울 서초,서울 영등포,,
전성호068,010-8068-1068,고은비005,010-8005-1005,2024-01-26,08:11:38,2024-01-26,08:12:30,0.88,SKT,서울 영등포,대구 수성,,
황미경067,010-8067-1067,장도윤047,010-8047-1047,2024-02-24,13:30:02,2024-02-24,13:35:46,5.74,LGU+,대구 수성,서울 서초,,
김철수,010-1100-1100,이영희,010-1111-1301,2024-08-10,05:29:00,2024-08-10,05:46:12,17.21,LGU+,인천 부평,서울 영등포,,
황미경067,010-8067-1067,도하린042,010-8042-1042,2024-01-19,01:19:44,2024-01-19,01:20:42,0.98,SKT,부산 해운대,수원 영통,,
이영희,010-1111-1301,김철수,010-1100-1100,2024-08-20,09:27:44,2024-08-20,09:45:00,17.27,LGU+,수원 영통,서울 영등포,,
송우진065,010-8065-1065,유태경056,010-8056-1056,2024-03-04,03:09:54,2024-03-04,03:15:21,5.46,LGU+,서울 서초,서울 영등포,,
장도윤015,010-8015-1015,변서연012,010-8012-1012,2024-04-18,03:36:18,2024-04-18,03:40:20,4.04,SKT,대구 수성,대구 수성,,
마준호075,010-8075-1075,마준호059,010-8059-1059,2024-05-13,14:38:08,2024-05-13,14:45:29,7.36,LGU+,인천 부평,서울 영등포,,
장도윤079,010-8079-1079,변서연044,010-8044-1044,2024-09-08,00:24:02,2024-09-08,00:41:24,17.37,SKT,수원 영통,인천 부평,,
송우진065,010-8065-1065,황미경067,010-8067-1067,2024-01-16,12:58:52,2024-01-16,13:02:32,3.67,LGU+,부산 해운대,서울 영등포,,
양준석006,010-8006-1006,도하린026,010-8026-1026,2024-10-03,01:33:40,2024-10-03,01:35:02,1.37,SKT,수원 영통,서울 영등포,,
고은비005,010-8005-1005,남지연064,010-8064-1064,2024-04-06,06:46:20,2024-04-06,06:48:04,1.74,SKT,서울 영등포,대전 유성,,
변서연060,010-8060-1060,장도윤063,010-8063-1063,2024-03-30,10:06:44,2024-03-30,10:15:22,8.64,SKT,부산 해운대,부산 해운대,,
안채원078,010-8078-1078,장도윤063,010-8063-1063,2024-04-24,10:17:13,2024-04-24,10:34:11,16.98,KT,대구 수성,대전 유성,,
안채원078,010-8078-1078,고은비069,010-8069-1069,2024-06-16,21:24:19,2024-06-16,21:28:02,3.72,LGU+,서울 영등포,인천 부평,,
설진우013,010-8013-1013,안채원062,010-8062-1062,2024-02-07,13:47:31,2024-02-07,14:04:31,17.0,KT,대전 유성,서울 강남,,
차미래055,010-8055-1055,고은비037,010-8037-1037,2024-05-18,16:20:39,2024-05-18,16:36:46,16.12,LGU+,서울 영등포,서울 영등포,,
배성호,010-1232-1212,양준석022,010-8022-1022,2024-07-01,07:42:37,2024-07-01,07:57:28,14.85,KT,인천 부평,인천 부평,,
설진우077,010-8077-1077,마준호075,010-8075-1075,2024-05-04,22:54:16,2024-05-04,22:54:49,0.56,KT,인천 부평,부산 해운대,,
노시우025,010-8025-1025,마준호011,010-8011-1011,2024-04-19,00:27:04,2024-04-19,00:36:24,9.34,LGU+,부산 해운대,서울 영등포,,
송우진033,010-8033-1033,안채원078,010-8078-1078,2024-04-30,20:22:30,2024-04-30,20:32:31,10.02,SKT,인천 부평,부산 해운대,,
배성호,010-1232-1012,전성호036,010-8036-1036,2024-01-31,02:41:36,2024-01-31,02:46:33,4.95,LGU+,서울 강남,서울 영등포,,
